title,date,link,desc
"Global India: Kerala, Israel, Berkeley, thru Dec 13",2013-10-15,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=69009&date=2013-10-15,"Global India: Kerala, Israel, Berkeley unveils the extensive holdings of The Magnes Collection of Jewish Art and Life documenting the history of the Jewish community in Kerala, South India. The exhibition includes over one hundred individual items, many of which were never catalogued before.<br />
<br />
Thanks to a dynamic collecting campaign conducted in the 1960s and 1970s, The Magnes became one of the world's most extensive repositories of materials about the Jews of Southern India, along with the historic sites in Kerala and national and private collections in Israel, where most of the Kerala Jews settled after the founding of the State in 1948.<br />
<br />
The collection includes hundreds of ritual objects, textiles, photographs, archival records, Hebrew books, and manuscripts, including liturgical texts, illustrated ketubbot (Jewish marriage contracts) and amulets, in Hebrew, Aramaic, Malayalam, Judeo-Spanish, and English.<br />
<br />
These materials constitute an invaluable source of information on the Kerala Jewish community, one of the oldest in the world, and its deep connections with Indias society and cultures and with the global Jewish Diaspora, across India, the Middle East, and Europe. Among the most notable items on display are the Torah Ark from the Tekkumbhagam synagogue in Mattancherry, Kochi, and an extremely rare amulet on parchment, designed to protect women in childbirth and newborn children.<br />
<br />
This exhibition is the culmination of years of curatorial work devoted to assessing and documenting the holdings of The Magnes Collection, conducted in collaboration with experts in Israel and the US. It also inaugurates a new season of research, engaging the scholarly community at UC Berkeley and beyond, and intersecting Jewish and Asian Studies.<br />
<br />
--Francesco Spagnolo, Curator"
"Lands/Scapes: On Painting and Jewish Geography, thru Dec 13",2013-10-15,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=69012&date=2013-10-15,"This is the first exhibition to highlight landscape art from The Magnes collection. Spanning the twentieth century and following the paths of Jewish migration, the exhibition offers of a new look at the artists' relationship with the sites and spaces they inhabited. From Western European Impressionism to Eastern European Realism, from Romanticism of the Americas to Modernism of Israel/Palestine, images of the land were created at the intersection of pictorial traditions and ideological values. Included in the exhibition are nearly thirty works by such artists as Max Liebermann, Jacob Nussbaum, Robert Falk, Moshe Mokady, and Maurycy Minkowski."
"Pop-up and Board Books, thru Dec 23",2013-10-15,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=69362&date=2013-10-15,"Pop-up books delight the eyes, the brain, and the heart.<br />
<br />
Need an idea for a holiday gift for a child? Take a look at the books on display at the EDP Library. Surprise your child. Give a book that will refresh the mind again and again. Inspire creative thinking. Stimulate scientific inquiry."
"Planning With Nature: 100 Years of Landscape Architecture at UC Berkeley, thru Dec 13",2013-10-15,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=69648&date=2013-10-15,"<br />
	Exhibition Dates:<br />
<br />
	September 26-December 13, 2013<br />
<br />
	Special Guided Tour:<br />
<br />
	Saturday, September 28<br />
	9-9:45 p.m.<br />
<br />
	Location:<br />
<br />
	Volkmann Reading Room, Environmental Design Library (210 Wurster Hall)<br />
	Raymond Lifchez and Judith Lee Stronach Exhibition Cases<br />
<br />
	Library information, hours, and directions:<br />
	(510) 642-4818<br />
	http://www.lib.berkeley.edu/ENVI/<br />
<br />
	Exhibition Description:<br />
<br />
	Founded in 1913, this year the Department of Landscape Architecture and Environmental Planning celebrates its centennial! The exhibition examines the history and guiding principles of the department -- innovation, social responsibility, and research through the works of its students, faculty, staff and alumni. Historical, archival and cutting edge material will be on display from the Environmental Design Archives, Visual Resources Center, and Environmental Design Library.<br />
<br />
	Curators: Cailin Swarm and Miranda Hambro."
"Planning with Nature: 100 Years of Landscape Architecture at UC Berkeley, thru Dec 13",2013-10-15,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=70730&date=2013-10-15,"Founded in 1913, the Department of Landscape Architecture and Environmental Planning is celebrating its centennial! The exhibition examines the history and guiding principles of the departmentinnovation, social responsibility, and research through the work of its students, faculty, staff, and alumni. Historical, archival and cutting edge material will be on display from the Environmental Design Archives, Visual Resources Center, and Environmental Design Library."
"Dawn of the Computer Age, thru Feb 15, 2014",2013-10-15,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=71148&date=2013-10-15,"In March of 1953 there were 53 kilobytes of high-speed random-access memory on planet Earth. As of 2013, you can put 64 gb of memory in your pocket for $399. <br />
<br />
George Dysons Turings Cathedral tells part of the story of the sixty years between these two milestones, and is also the focus of this years On the Same Page program, which gives the UC Berkeley campus community something to talk about. The program theme is The Dawn of the Computer Age, which refers both to the time period in which the ENIAC and MANIAC computers were created and also to our own day and age, when progress in technology is occurring so fast that we are only beginning to see and understand the repercussions of the computer age. Check the On the Same Page web site (http://onthesamepage.berkeley.edu ) for details on the many opportunities for participating in this campus-wide discussion, both online and in person.<br />
<br />
The new exhibit at Moffitt Library celebrates the Dawn of the Computer Age and features copies of two of Alan Turings most influential journal articles, a Tiny Turing Machine, images of early computing machines, a live view of the campus Turing Test Tournament, a video of Professor Christos Papadimitriou of the Computer Science department explaining the significance of Turings work, and a brief history of personal computer hardware (PDP-8, anyone?)."
"The Amazing Walk 2:6-Week Wellness Adventure Around the World (BEUHS639), thru Nov 15",2013-10-15,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=68595&date=2013-10-15,"The Amazing Walk is back! In a spin off the television game-show, the Amazing Race, this program will send teams of 2 people on a 6-week virtual wellness adventure around the world. In addition to weekly wellness challenges, friendly competition and fun prizes, the Amazing Walk 2 will feature more interactive team activities including a kick-off event, weekly fitness walking classes, walking group incentives and an Amazing Walk healthy potluck. Grab a teammate and sign up today!"
"Imaginations: Paintings by Bill A. Dallas, thru Jan 3, 2014",2013-10-15,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=69478&date=2013-10-15,"Artist Bill A. Dallas was born in Kansas City, Missouri and grew up surrounded by great music, the famous Kansas City blues and jazz. Music had a profound effect on him as a young man, but he discovered his true talent in painting after his move to Berkeley, California in 1963. He earned a BFA from UC Berkeley in 1974.<br />
<br />
Currently living and painting in Oakland, Dallas is a versatile painter who incorporates calligraphy, figure studies and abstract painting into his work. A traveler whenever possible, Dallas has visited more than 25 countries. During his travels to Japan he studied calligraphy, woodblock printing, handmade paper and Sumi ink brush painting with master artist Toshi Yoshida. Yet, music remains an important part of his practice and he paints almost exclusively while listening to jazz. His two-handed, brushless style of painting is unique; he calls his style artmatism. The divine principle of true artmatism painting is to be in a constant state of enlightenment, states Dallas. Freedom first, then comes enlightenment, and with that enlightenment you understand division and separation of the imaginations. <br />
<br />
Dallas has exhibited throughout the Bay Area and the United States. His work is found in private collections throughout the world, including Australia, Brazil, Denmark, Germany, Japan, and South Africa. He was recently included in The Kinsey Collection: Shared Treasures of Bernard and Shirley Kinsey, an exhibition at San Franciscos Museum of the African Diaspora."
"At the Edges, Jan 24-Oct 16",2013-10-15,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=63208&date=2013-10-15,"The photos in this exhibit, taken at the Guadalcanal Village wetlands restoration site on Mare Island, were taken where land and water intersect. Plants that grow on land, yet withstand the inundation of brackish water at high tide, and mud that, although usually underwater, is exposed at low tide are examples of the photos in this exhibit, scenes at the edges of the wetlands.<br />
<br />
All the photos were taken with a classic Hasselblad film camera and printed through an enlarger by a local photo lab."
"Unreal Estate: Tong Lams Photographs of Chinas Unsettling Settlements, thru Nov 6",2013-10-15,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=69382&date=2013-10-15,"From the Soviet era to today; from the Mongol frontier to modern Guangzhou, Tong Lam documents what society has built and abandoned. The stories behind these photographs tell of hope, ambition, greed, resistance, and visions that have been crushed or cast aside. Some stories are of gleaming structures hauntingly unpeopled; some stories are of teeming populations surviving amid the squalor of urban ruins. With the frenzy of Chinas economic growth has come accelerated decay, leaving city and country alike scarred by the relics of past dreams."
"The H-1B Visa, Oct 15",2013-10-15,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=61532&date=2013-10-15,"The main focus of this workshop are the H-1B eligibility requirements, eligible professional occupations, application process, and timing concerns. The presentation will touch upon other non-immigrant employment-based visas, such as the E-3, TN, L-1, and O-1, and will provide a general overview of the employment-based green card options for U.S. permanent residence."
"Mummies: Secrets of the Pharaohs 3-D Film, thru Jan 5, 2014",2013-10-15,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=67757&date=2013-10-15,"Part historic journey and part forensic adventure, Mummies: Secrets of the Pharaohs follows researchers and explorers as they piece together the archaeological and genetic clues of Egyptian mummies. The film tells the story of one of the greatest archeological finds in history and current research which may advance modern medicine."
"Comics, Cartoons, and Funny Papers, thru Feb 28, 2014",2013-10-15,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=68200&date=2013-10-15,"Phil Franks long-running cartoon strips ""Travels with Farley"" and ""Farley"" have recently joined the drawings of Rube Goldberg, one of UC Berkeleys best-known alumni, and Gus Arriola, creator of the ever-popular ""Gordo"" strip, at The Bancroft Library. In addition to the work of these cartoonists, the exhibit will feature comics by underground artist Dan ONeill, creator of ""Odd Bodkins,"" and Lou Grant, editorial cartoonist for the Oakland Tribune from 1954 to 1986. The show will highlight both the topical and the timeless nature of the cartoon, one of the oldest forms of visual art known to mankind."
"Access Management, Oct 15-17",2013-10-15,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=68356&date=2013-10-15,"Managing the location, type and design of vehicular connections to a roadway is an important strategy in the reduction of crash rates and maintaining reliable mobility and capacity in accordance with a road's functional purpose. This course focuses on good practices for effective access management. It provides a sound technical foundation for engineers and planners whose work involves designing or reviewing site access, driveway permitting, roadway safety, roadway design, intersection and driveway spacing and network and corridor planning."
"Foods of the Americas Exhibit, Oct 2-18",2013-10-15,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=68547&date=2013-10-15,"From chocolate to quinoa, discover the cornucopia of food crops that originated in the Americas thousands of years ago.<br />
<br />
Free with Garden Admission!"
"Wildlife Rescue, thru Jan 5, 2014",2013-10-15,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=69236&date=2013-10-15,Animals and habitats all over the Earth are endangered. Get to know some of these species by joining them and the scientists working for their protection on a survival journeyfrom the recovery center and back into the wild.
"Chancellor's Lecture - Topics in Analysis: Hidden convexity in nonlinear PDES, thru Dec 19",2013-10-15,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=70675&date=2013-10-15,"Outline: Several examples of hidden convexity in nonlinear PDEs will be addressed. Most of them are related to the theory of optimal transportation, which is the theme of one of the two MSRI programs this fall: see http://www.msri.org/programs/277.<br />
<br />
1) Fully nonlinear elliptic equations: The canonical example is the reduction of the Monge-Amp`ere equation (a fully nonlinear elliptic PDE related to the Minkowski problem in geometry) to a convex minimization problem, `a la Kantorovich, which can be solved by convex duality techniques. Connections with combinatorial optimization and optimal transport will be discussed.<br />
<br />
2) Mathematical fluid mechanics:<br />
i) Some solutions to the Euler equations can be obtained by using the least action principle (following V.I. Arnolds geometric interpretation), leading to the problem of optimal incompressible transport; this problem has a hidden convex structure which provides existence, uniqueness and partial regularity for its solution.<br />
ii) The hydrostatic and semi-geostrophic limits of the Euler and Navier-Stokes equations are examples of very singular limits that cannot be justified on standard linear functional spaces but can be addressed successfully on suitable convex functional cones.<br />
<br />
3) Electromagnetism and magnetohydrodynamics:<br />
i) The nonlinear theory of electromagnetism by Born and Infeld is described by a system of nonlinear conservation laws (which leads to the standard Maxwell equations for fields of low intensity), which has an interesting hidden structure, showing very easily its hyperbolic nature; the high field limit of the BI equations will be discussed and related to the optimal transport of currents.<br />
ii) The magnetic relaxation equations proposed by Moffatt can be seen as a natural extension to divergence-free vector fields of the scalar heat equation (following the interpretation of Jordan-Kinderlehrer-Otto); they form a very degenerate parabolic systems of PDEs with a hidden convex structure that enables us to show the global existence of dissipative solutions (in the spirit of P.-L. Lions and Ambrosio-Gigli-Savare)."
"Assessing Personality Type and Your Career with the Myers-Briggs Type Indicator* (BECAR102), Oct 15",2013-10-15,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=68137&date=2013-10-15,"Assessing Personality Type and Your Career with the Myers-Briggs Type Indicator* (BECAR102)<br />
<br />
The Myers- Briggs Type Indicator (MBTI) can help you understand your preferred work style and how it relates to specific careers and work roles. A clearer understanding of these can be beneficial to achieving higher career satisfaction.<br />
<br />
*Pre-work requirements; see details online at the Learning Center.<br />
<br />
FALL 2013 CAREER WORKSHOPS<br />
<br />
The Center for Organizational and Workforce Effectiveness (COrWE), through a partnership with counseling and Psychological Services and Human Resources, offers free staff career development workshops and career counseling. These services are offered to help staff in building a career on campus by developing a plan to connect personal interests and abilities with career opportunities available at the University. See current schedule: http://hrweb.berkeley.edu/learning/career-development/workshops.<br />
<br />
PRE-REGISTRATION IS REQUIRED<br />
<br />
All workshop and enrollment information can be found at the UCB Learning Center, accessible through the Blu Portal at http://blu.berkeley.edu. To find each workshop, use the BECAR### code to search."
"Harry Bowden, American Modern, thru Oct 19",2013-10-15,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=69522&date=2013-10-15,"Harry Bowden, American Modern is an exhibition of the paintings, drawings and photographs of the Bay Area artist Harry Bowden (1907-1965), who began his artistic career studying at the University of California, Berkeley under the tutelage of Hans Hoffmann. Bowden followed Hoffmann to New York in 1932 and became a founding member of American Abstract Artists in 1936. Bowden exhibited in New York often in group and solo shows during the 30s, but he left for Sausalito in 1942, where he spent the rest of his life.<br />
<br />
Bowdens paintings reflect the prevailing currents of his generation, such as an engagement with the development of modern European masters, as well as an early fascination with abstraction that developed over a decade before he returned to figurative painting. This selection of his paintings is supplemented here by a trove a figure studies in pastel, pencil and gouache that he made c. 1950. A group of photographs provide a window on a lifetime practice that resulted in a series of photographic books, murals, and his work being collected and exhibited by the Museum of Modern Art in 1951. Though Bowden never achieved the renown of some of his peers, his works demonstrate an avid imagination, accomplished technique, and a willingness to experiment in multiple mediums.<br />
<br />
Curated by John Zarobell and Matt Gonzalez.<br />
<br />
September 25  October 19, 2013<br />
Opening Reception: Wednesday, September 25, 2013, 4  7 pm<br />
Hours: Tuesdays through Saturdays, 12  5 pm"
"Guantanamo Bay Museum of Art and History Satellite Exhibition, thru Oct 19",2013-10-15,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=69523&date=2013-10-15,"The Guantanamo Bay Museum of Art and History, located at the former site of the Guantanamo Bay Detention Camp in Cuba, is an institution dedicated to remembering the U.S. prison which was active between 2002 and 2012 before it was permanently decommissioned and closed. The Worth Ryder Art Gallery will be hosting a satellite exhibition featuring selected artworks from the Museums collection, as well as sponsoring a Wiesenfeld Visiting Artist Lecture by the curatorial team, who will discuss their future-anterior strategy of critical fiction.<br />
 <br />
The satellite exhibition is an imaginative site for critical discourses on human rights, imprisonment, torture, and postnational political formations. It seeks to both memorialize the events that transpired at the Detention Camp and to serve as a discursive platform for preventing the remergence of similarly abusive institutions.<br />
<br />
Featuring the artists Adam Harms, Jon Kuzmich, Carling McManus, Fiamma Montezemolo, Jenny Odell, Ian Alan Paul, and Jen Susman. Curated by Ian Alan Paul."
"Underserved and Overdosed?, Oct 15",2013-10-15,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=70915&date=2013-10-15,"During the 2000s, confirmed polio cases in India became increasingly localised in Uttar Pradesh (UP) and Bihar, especially amongst Muslim children. Muslims have also been at the sharp end of the Pulse Polio Initiative (PPI) and the associated Underserved Strategy designed to counter civilian resistance to the programme. My critique of the PPI draws on long-term research in rural UP and focuses on the programmes socio-political implications. I discuss popular rumours about polio vaccine and official responses to resistance. Taking a longer-term view of top-down single-issue public health programmes, I argue that Muslims in western UP, as a marginalised minority, have good reason to be suspicious of the PPI. Moreover, the PPI arguably reflects the agendas of global funders, not the priorities of local communities. VillagersHindu and Muslim alikehave repeatedly criticised government health services for failing to deal with the health issues that worry them most. Their concerns echo other critiques of the PPI, particularly the diversion of resources from other health-related activities that could address the social determinants of health and health inequalities.<br />
<br />
<b>About the Speaker</b><br />
Patricia Jeffery is Professor of Sociology at the University of Edinburgh. Her main research interests are in gender and development, especially childbearing, women's reproductive rights, social demography in South Asia; Indian society, gender and communal politics, education and the reproduction of inequality; race and ethnicity. <br />
<br />
Professor Jeffery's recent publications include <i>Education, Masculinities and Unemployment in north India</i>, Craig Jeffrey, Patricia Jeffery and Roger Jeffery (2010: Social Science Press, New Delhi); <i>Migrants and Refugees: Muslim and Christian Pakistani Families in Bristol Patricia Jeffery</i>, (2010: Cambridge University Press, Cambridge); <i>Degrees without Freedom? Education, Masculinities and Unemployment in north India</i>, Craig Jeffrey, Patricia Jeffery and Roger Jeffery (2008: Stanford University Press, Stanford), <i>Confronting Saffron Demography: Religion, fertility and women's status in India</i>, Patricia Jeffery and Roger Jeffery (2006: Three Essays Collective, New Delhi), <i>Educational Regimes in Contemporary India</i>, Radhika Chopra and Patricia Jeffery (eds): (2005: Sage, New Delhi).<br />
<br />
Like us on <a href=""https://www.facebook.com/pages/Center-for-South-Asia-Studies/76502306608""><b>FACEBOOK</b></a><br />
Follow us on <a href=""https://twitter.com/CSASatBerkeley""><b>TWITTER</b></a>Please use the hash tag #PatriciaJeffery<br />
<br />
<a href=""http://southasia.berkeley.edu/parking-around-campus""><b>PARKING INFORMATION</b></a><br />
<i>Please note that parking in not always easily available in Berkeley. Take public transportation if possible or arrive early to secure your spot.</i>"
"Developing an International Internship Program, Oct 15",2013-10-15,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=71362&date=2013-10-15,"What challenges do you face when creating robust international internship programs? With the resource-heavy nature of internship programs, it is crucial that your campus is prepared to meet the growing demand. <br />
<br />
Join presenters Maj Fischer, Cheryl Matherly, and Beth Miller as they share their experiences with developing and delivering internship options abroad. They will suggest how to adapt these best practices to different campus environments, including offices with limited resources. Webinar participants will gain practical tips on how to establish an internship program and work strategically with partners across the campus and globe."
"Fitness Walking Training(BEUHS647), thru Nov 5",2013-10-15,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=68597&date=2013-10-15,"Meet on Edwards track to learn how to begin and maintain a fitness walking program, focusing on proper technique, walking form, and varying intensity levels to help improve overall cardiovascular fitness and endurance through walking. There will be some instruction on basic strength training and stretching to help improve posture and walking technique. Then use the skills youve learned and walk with the Health*Matters Walking Group to get moving and fit! No registration is required."
"Meditation Group, thru Apr 29, 2014",2013-10-15,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=69902&date=2013-10-15,"Please join us for a free mindfulness meditation session, with a short reading followed by 30 minutes of silent meditation.<br />
<br />
Beginners welcome!"
"Development Lunch, Oct 15",2013-10-15,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=69504&date=2013-10-15,
"Berkeley-Haas PhD Information Session, Oct 15",2013-10-15,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=71130&date=2013-10-15,"On-campus information session with representatives Berkeley-Haas, Stanford GSB, and Harvard Business School"
"EconCS: ""Corporate Prediction Markets: Evidence from Google, Ford, and [Acme] Industries"", Oct 15",2013-10-15,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=71292&date=2013-10-15,"Despite the popularity of prediction markets among economists, businesses and policymakers have been slow to adopt them in decision making. Most studies of prediction markets outside the lab are from public markets with large trading populations. Corporate prediction markets face additional issues, such as thinness, weak incentives, limited entry and the potential for traders with ulterior motives  raising questions about how well these markets will perform. We examine data from prediction markets run by Google, Ford and Koch Industries. Despite theoretically adverse conditions, we find these markets are relatively efficient, and improve upon the forecasts of experts at all three firms by as much as a 25% reduction in mean squared error. The most notable inefficiency is an optimism bias in the markets at Google and Ford. The inefficiencies that do exist generally become smaller over time. More experienced traders and those with higher past performance trade against the identified inefficiencies, suggesting that the markets efficiency improves because traders gain experience and less skilled traders exit the market."
"Men's Tennis  vs. Danish National Team, Oct 15",2013-10-15,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=69828&date=2013-10-15,Cal Men's Tennis hosts Danish National Team at Hellman Tennis Complex.
"Scholar Information Meetings (SIMs), Oct 15",2013-10-15,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=61576&date=2013-10-15,"Newly arrived J-1 postdocs, professors, researchers,short-term scholars, and visiting student researchers are required to attend this meeting to validate their arrival in the U.S. Information on immigration regulations, travel, employment, resources for families, health insurance and other practical information will be discussed.<br />
<br />
Your final immigration document review will be completed at the beginning of the meeting, so please plan to arrive a little early. Bring the following:<br />
<br />
Completed Scholar Arrival Notification Form<br />
Passport <br />
DS-2019 <br />
I-94 (the white card in the passport) <br />
Above documents for accompanying family members"
"Seminar 281, International: ""A Theory of Balance Sheet Recessions with Informational and Trading Frictions"", Oct 15",2013-10-15,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=68087&date=2013-10-15,
"Seminar 237, Macro: ""A Theory of Balance Sheet Recessions with Informational and Trading Frictions"", Oct 15",2013-10-15,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=68101&date=2013-10-15,
"Higher categories and symmetries of C*-algebras, Oct 15",2013-10-15,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=71336&date=2013-10-15,"A proper map between C*-algebras functorially determines a proper correspondence between them. This functor inverts corner-embeddings of C*-algebras, and every other functor that inverts corner- embeddings factors through it uniquely.<br />
<br />
I will give examples for the relevance of some higher categories of C*-algebras and present variations of the above property in that setting."
"Undergrad Social Hour, Oct 15",2013-10-15,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=70650&date=2013-10-15,UG Social Hour 10/15 with Special Guest Speaker Professor Sascha von Meier.
"Closures of a linear space, Oct 15",2013-10-15,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=71388&date=2013-10-15,"If $L \subset A_n$ is a linear space then we can take its closure in $(P^1)^n$ once we fix coordinates. In this talk Ill present joint work with Federico Ardila concerning the defining ideal of the closure. It turns out the combinatorics of this ideal are completely determined by a matroid associated to $L$. Well compute its degree, universal Grbner basis, and initial ideals - and tell how to read all of this from the matroid. If time permits we will discuss closures of linear spaces inside more general products of projective spaces."
"Along the Alpine Road: Encounters between the Sichuan Basin and the Wei River Valley in Material Culture, Oct 15",2013-10-15,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=68445&date=2013-10-15,"This lecture presents a story seldom told in Qins history: about the Sichuan Basin, lying south of the Qin domain in the Wei River valley. Sichuan was a land richly endowed with natural resources, economic products, and manpower. Communication between the two lands was legendary for its difficulty, with two mountain ranges presenting formidable barriers. Despite the harsh terrain, the Qin army managed to invade and conquer the Sichuan Basin in 316 BCE via alpine roads hewn on steep mountainsides. The success provided the Qin with new routes to attack an arch rival, the kingdom of Chu, and a large laboratory and supply base in its quest to establish a unified empire. The Sichuan invasion in 316 BCE therefore constituted a signature moment in the history of China, yet it is far less emphasized in the general story of Qins unification of China compared to its conquest of the six major kingdoms. The present lecture examines the archaeological record of interactions between the Sichuan Basin and the Wei River valley in the early Bronze Age as well as the time before and after 316 BCE, and discusses their expressions in material culture."
"Interaction of Excess Electrons with Water and Nucleobases, Oct 15",2013-10-15,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=68691&date=2013-10-15,"Coffee and Refreshments served at the ""Coffee Lab"" B38 Hildebrand - available @ 3:50pm"
"From Vaudeville Humor to Movie Heroism: Multiple Modernities in the Commercial Streets of 1930s and 1960s Manila, Oct 15",2013-10-15,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=69700&date=2013-10-15,"This presentation will explore how the shift in Manila's main commercial street from Calle Escolta during the 1930s to Avenida Rizal during the 1960s coincides with a transformation in the character of modernity. Formerly embodied in the infrastructure, architecture, and technology of the cityscape, modernity was reconfigured as a dynamic and transformative force whose possibilities ordinary people came to believe they could harness. The presentation will focus on the articulation of this passage in the public culture of the two milieus, in the contrasting figures of comic vaudeville performers such as Canuplin and Kenkoy and youthful film protagonists like FPJ and Erap.<br />
<br />
Elmo Gonzaga is a Ph.D. candidate in the Department of Rhetoric. His research is primarily focused on the spatial and visual culture of Southeast Asia, particularly that of Singapore and Manila. He is currently a Lecturer at the National University of Singapore's Ideas and Exposition program."
"DREAM Seminar: Emergent Middleware Facing the Interoperability Challenge, Oct 15",2013-10-15,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=70641&date=2013-10-15,"Interoperability is the ability for two systems to exchange, understand and use each other's data, and is a long-standing problem in the field of distributed systems. However, the emergence of pervasive computing and the Internet of Things have brought about new challenges to achieving universal interoperability. Extreme heterogeneity and spontaneous interactions are characteristics of today's complex distributed systems.<br />
<br />
To face the above challenges, we have introduced the notion of Emergent Middleware as part of the European CONNECT project. Emergent middleware ensures interoperation between two networked systems by combining message interoperability, i.e., the ability to interpret messages from/toward networked systems and behavioral interoperability, i.e., the ability to mediate the interaction protocols run by the communicating networked systems, under specified non-functional properties, e.g., reliability, performance and security. On-the-fly production of emergent middleware then relies on the following key enablers within the network: discovery of networked systems, learning of interaction protocols and synthesis of protocol mediators.<br />
<br />
In this talk, after an overview of the Emergent middleware principles, I will detail the proposed solution to automated mediator synthesis, which is based on ontology reasoning and constraint programming in order to infer mappings between components' interfaces automatically. These mappings guarantee semantic compatibility between the operations and data of the interfaces. Then, we analyse the behaviors of components in order to synthesise, if possible, a mediator that coordinates the computed mappings so as to make the components interact properly. Our approach is formally-grounded to ensure the correctness of the synthesized mediator. We demonstrate the validity of our approach by implementing the MICS (Mediator synthesIs to Connect componentS) tool and experimenting it with various real-world case studies.<br />
<br />
Bio:<br />
<br />
Valerie Issarny is ""Directrice de recherche"" at Inria where she heads the ARLES Inria research project-team at the Paris-Rocquencourt center. Her research interests relate to distributed systems, software architectures, pervasive computing/ambient intelligence systems and middleware. Her research is currently focused on the study of middleware-based systems for the mobile Internet of Things, with the study of scalable and interoperability solutions for the target systems. Valerie is further the current scientific manager of the Inria@SiliconValley program that aims at strengthening research collaborations between Inria and Californian Universities."
"Kadish Center Lecture, Oct 15",2013-10-15,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=70727&date=2013-10-15,"Lecture based on the paper <i>Defaming the Dead</i> by <b>Don Herzog</b>, Professor of Law and Political Theory at the University of Michigan.<br />
<br />
Commentators on the Lecture include:<br />
<br />
<b>Eric Rakowski</b>, Edward C. Halbach Jr. Professor of Law, and<br />
<br />
<b>R. Jay Wallace</b>, Judy Chandler Webb Distinguished Chair for Innovative Teaching and Research <br />
<br />
 <br />
<br />
Please email any questions to cpalmerin@law.berkeley.edu"
"15% and Growing: The Political and Civic Engagement of Asian Americans and Pacific Islanders in California, Oct 15",2013-10-15,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=70985&date=2013-10-15,"Come join us for a forum on the political and civic engagement of AAPIs in California drawing upon the research of the National American Survey. <br />
<br />
Asian Americans and Pacific Islanders are a sizable and <br />
rapidly growing portion of California. They remain the fastest <br />
growing racial group in the state, and also the most heavily <br />
immigrant racial group in the state and country. AAPIs today <br />
represent over 1 in every 7 residents in California, and about <br />
10% of the electorate.<br />
<br />
What are the policy priorities and preferences of this large <br />
and diverse group of Californians, particularly when it comes <br />
to health, education, and the environment? And, looking <br />
ahead to 2014 and beyond, what will it take for AAPIs to play <br />
a more central role in civic life and politics in California?"
"Fast Spatio-temporal Fluctuations in Live Cells, Oct 15",2013-10-15,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=71161&date=2013-10-15,"Life Sciences Division Seminar, LBNL"
"Center for African Studies Fall Reception, Oct 15",2013-10-15,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=71170&date=2013-10-15,
"Engineering and Project Management Seminar, Oct 15",2013-10-15,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=71060&date=2013-10-15,
